"time","value_steps","userid","value_hr"
2019-01-15 00:37:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",87
2019-01-15 00:38:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",84.6666666666667
2019-01-15 00:39:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",87.75
2019-01-15 00:40:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",87.2857142857143
2019-01-15 00:41:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",85.1
2019-01-15 00:42:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",84.5555555555556
2019-01-15 00:43:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",80.2222222222222
2019-01-15 00:44:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",83.9090909090909
2019-01-15 00:45:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",86.875
2019-01-15 00:46:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",94.8888888888889
2019-01-15 00:47:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",93
2019-01-15 00:48:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",81.75
2019-01-15 00:49:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",83.2727272727273
2019-01-15 00:50:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",80.7272727272727
2019-01-15 00:51:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",88.4
2019-01-15 00:52:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",94.6363636363636
2019-01-15 00:53:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",89.5
2019-01-15 00:54:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",89.2
2019-01-15 00:55:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",88.375
2019-01-15 00:56:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",84
2019-01-15 00:57:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",83.5714285714286
2019-01-15 00:58:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",95.7
2019-01-15 00:59:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",90.6363636363636
2019-01-15 01:00:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",88.2222222222222
2019-01-15 01:01:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",88.25
2019-01-15 01:02:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",88.875
2019-01-15 01:03:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",87.7142857142857
2019-01-15 01:04:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",84.4444444444444
2019-01-15 01:05:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",89.5714285714286
2019-01-15 01:06:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",90.5
2019-01-15 01:07:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",89.4
2019-01-15 01:08:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",88.5
2019-01-15 01:09:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",89.3333333333333
2019-01-15 01:10:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",92.875
2019-01-15 01:11:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",93.5555555555556
2019-01-15 01:12:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",84.25
2019-01-15 01:13:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",84.8333333333333
2019-01-15 01:14:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",87.5
2019-01-15 01:15:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",89.8333333333333
2019-01-15 01:16:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",88.625
2019-01-15 01:17:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",88.1428571428571
2019-01-15 01:18:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",87
2019-01-15 01:19:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",88.5
2019-01-15 01:20:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",90.3333333333333
2019-01-15 01:21:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",88.3333333333333
2019-01-15 01:22:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",87.25
2019-01-15 01:23:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",88.375
2019-01-15 01:24:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",88.1666666666667
2019-01-15 01:25:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",89.1666666666667
2019-01-15 01:26:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",87.8571428571429
2019-01-15 01:27:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",87.8
2019-01-15 01:28:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",87
2019-01-15 01:29:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",85.125
2019-01-15 01:30:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",85.8888888888889
2019-01-15 01:31:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",85.3333333333333
2019-01-15 01:32:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",86.2857142857143
2019-01-15 01:33:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",86.5555555555556
2019-01-15 01:34:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",86.8333333333333
2019-01-15 01:35:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",86
2019-01-15 01:36:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",85.3333333333333
2019-01-15 01:37:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",86.1666666666667
2019-01-15 01:38:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",86.2
2019-01-15 01:39:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",85.5
2019-01-15 01:40:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",85.8333333333333
2019-01-15 01:41:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",85.8333333333333
2019-01-15 01:42:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",85
2019-01-15 01:43:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",NA
2019-01-15 01:44:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",83.6666666666667
2019-01-15 01:45:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",83.6
2019-01-15 01:46:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",83
2019-01-15 01:47:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",83.5
2019-01-15 01:48:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",82.7
2019-01-15 01:49:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",81.8333333333333
2019-01-15 01:50:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",87.875
2019-01-15 01:51:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",84
2019-01-15 01:52:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",86.4545454545455
2019-01-15 01:53:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",93.8571428571429
2019-01-15 01:54:00,6,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",93.6
2019-01-15 01:55:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",120.5
2019-01-15 01:56:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",119.285714285714
2019-01-15 01:57:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",107.875
2019-01-15 01:58:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",101.3
2019-01-15 01:59:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",97.5555555555556
2019-01-15 02:00:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",88.2857142857143
2019-01-15 02:01:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",86.1666666666667
2019-01-15 02:02:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",87.7142857142857
2019-01-15 02:03:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",101.75
2019-01-15 02:04:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",111.714285714286
2019-01-15 02:05:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",97.6666666666667
2019-01-15 02:06:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",96.3333333333333
2019-01-15 02:07:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",95.2857142857143
2019-01-15 02:08:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",96
2019-01-15 02:09:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",94.3333333333333
2019-01-15 02:10:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",89.375
2019-01-15 02:11:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",89.5
2019-01-15 02:12:00,8,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",90.8
2019-01-15 02:13:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",92
2019-01-15 02:14:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",NA
2019-01-15 02:15:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",120.5
2019-01-15 02:16:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",96
2019-01-15 02:17:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",89.8571428571429
2019-01-15 02:18:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",89.4166666666667
2019-01-15 02:19:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",92.5714285714286
2019-01-15 02:20:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",91.6363636363636
2019-01-15 02:21:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",89.75
2019-01-15 02:22:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",93
2019-01-15 02:23:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",92.8888888888889
2019-01-15 02:24:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",94.5
2019-01-15 02:25:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",95.875
2019-01-15 02:26:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",92.8571428571429
2019-01-15 02:27:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",91.6666666666667
2019-01-15 02:28:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",93.7142857142857
2019-01-15 02:29:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",93
2019-01-15 02:30:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",92.5555555555556
2019-01-15 02:31:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",93
2019-01-15 02:32:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",96.2222222222222
2019-01-15 02:33:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",99.625
2019-01-15 02:34:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",96.2222222222222
2019-01-15 02:35:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",98.5
2019-01-15 02:36:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",95.5555555555556
2019-01-15 02:37:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",99.5714285714286
2019-01-15 02:38:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",84.6363636363636
2019-01-15 02:39:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",87.5555555555556
2019-01-15 02:40:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",89.2857142857143
2019-01-15 02:41:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",93.625
2019-01-15 02:42:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",91.7
2019-01-15 02:43:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",92.8571428571429
2019-01-15 02:44:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",93.2857142857143
2019-01-15 02:45:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",97
2019-01-15 02:46:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",93.5
2019-01-15 02:47:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",92.6
2019-01-15 02:48:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",95.2727272727273
2019-01-15 02:49:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",96.5454545454545
2019-01-15 02:50:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",89.3333333333333
2019-01-15 02:51:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",97.1818181818182
2019-01-15 02:52:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",93
2019-01-15 02:53:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",87.4285714285714
2019-01-15 02:54:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",86.25
2019-01-15 02:55:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",84.8
2019-01-15 02:56:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",85
2019-01-15 02:57:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",87
2019-01-15 02:58:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",78.75
2019-01-15 02:59:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",83
2019-01-15 03:00:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",81
2019-01-15 03:01:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",83.9
2019-01-15 03:02:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",80.4444444444444
2019-01-15 03:03:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",79.7
2019-01-15 03:04:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",80.75
2019-01-15 03:05:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",82.3333333333333
2019-01-15 03:06:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",83.4285714285714
2019-01-15 03:07:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",85.125
2019-01-15 03:08:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",82.9
2019-01-15 03:09:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",79
2019-01-15 03:10:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",72
2019-01-15 03:11:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",87.6666666666667
2019-01-15 03:12:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",92.6
2019-01-15 03:13:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",91.3636363636364
2019-01-15 03:14:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",87.6666666666667
2019-01-15 03:15:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",82.4285714285714
2019-01-15 03:16:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",89.625
2019-01-15 03:17:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",90.4285714285714
2019-01-15 03:18:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",88.7142857142857
2019-01-15 03:19:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",87.8333333333333
2019-01-15 03:20:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",77.8
2019-01-15 03:21:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",81.6666666666667
2019-01-15 03:22:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",81
2019-01-15 03:23:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",82.4444444444444
2019-01-15 03:24:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",85.5
2019-01-15 03:25:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",85.4285714285714
2019-01-15 03:26:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",84.2
2019-01-15 03:27:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",83.0909090909091
2019-01-15 03:28:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",82.75
2019-01-15 03:29:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",83.1428571428571
2019-01-15 03:30:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",83.875
2019-01-15 03:31:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",82.8333333333333
2019-01-15 03:32:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",86.1428571428571
2019-01-15 03:33:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",85.8
2019-01-15 03:34:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",85
2019-01-15 03:35:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",83.6666666666667
2019-01-15 03:36:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",85.1428571428571
2019-01-15 03:37:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",86.5
2019-01-15 03:38:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",86.625
2019-01-15 03:39:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",85.875
2019-01-15 03:40:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",87.625
2019-01-15 03:41:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",87.1666666666667
2019-01-15 03:42:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",85.6
2019-01-15 03:43:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",83.25
2019-01-15 03:44:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",85.5
2019-01-15 03:45:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",84.2
2019-01-15 03:46:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",84.6
2019-01-15 03:47:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",83.6666666666667
2019-01-15 03:48:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",84.8888888888889
2019-01-15 03:49:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",84.1666666666667
2019-01-15 03:50:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",84.75
2019-01-15 03:51:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",86
2019-01-15 03:52:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",84
2019-01-15 03:53:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",91.5555555555556
2019-01-15 03:54:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",85.2222222222222
2019-01-15 03:55:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",79.875
2019-01-15 03:56:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",87.9
2019-01-15 03:57:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",77.5
2019-01-15 03:58:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",78.625
2019-01-15 03:59:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",81.1428571428571
2019-01-15 04:00:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",81.375
2019-01-15 04:01:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",80
2019-01-15 04:02:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",81.9
2019-01-15 04:03:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",83.5
2019-01-15 04:04:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",83.9
2019-01-15 04:05:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",77.1
2019-01-15 04:06:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",76
2019-01-15 04:07:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",75.5714285714286
2019-01-15 04:08:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",76.4545454545455
2019-01-15 04:09:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",75.5454545454545
2019-01-15 04:10:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",75.8888888888889
2019-01-15 04:11:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",77.1
2019-01-15 04:12:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",80.2
2019-01-15 04:13:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",74.625
2019-01-15 04:14:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",77.0909090909091
2019-01-15 04:15:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",79.6
2019-01-15 04:16:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",77.875
2019-01-15 04:17:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",77.6
2019-01-15 04:18:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",77
2019-01-15 04:19:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",77.9090909090909
2019-01-15 04:20:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",77.1428571428571
2019-01-15 04:21:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",77.3333333333333
2019-01-15 04:22:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",79.0909090909091
2019-01-15 04:23:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",78.1428571428571
2019-01-15 04:24:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",83.2222222222222
2019-01-15 04:25:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",84.2857142857143
2019-01-15 04:26:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",83.875
2019-01-15 04:27:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",78.4
2019-01-15 04:28:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",76.2857142857143
2019-01-15 04:29:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",75.5
2019-01-15 04:30:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",92.4285714285714
2019-01-15 04:31:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",83.6
2019-01-15 04:32:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",83
2019-01-15 04:33:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",83
2019-01-15 04:34:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",85.1666666666667
2019-01-15 04:35:00,8,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",85.4444444444444
2019-01-15 04:36:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",83.1666666666667
2019-01-15 04:37:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",NA
2019-01-15 04:38:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",NA
2019-01-15 04:39:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",NA
2019-01-15 04:40:00,0,"cf518ed4-ed66-449d-a8ca-14cee26e80a9",NA
